Questions,Answers,Grades,Concatenated_QA,Sentence_Length,Padded_Sentence,Sentence_Length_After_Padding
Support vector machine is a parametric classifier. Explain how this is true.,"While developing the SVM model the maximization of margin is required, and in this optimization problem there are some constraints which makes it a parametric classifier.",5.0,"Support vector machine is a parametric classifier. Explain how this is true.-While developing the SVM model the maximization of margin is required, and in this optimization problem there are some constraints which makes it a parametric classifier.",37,"Support vector machine is a parametric classifier. Explain how this is true.-While developing the SVM model the maximization of margin is required, and in this optimization problem there are some constraints which makes it a parametric classifier. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,This is because basic support vector machines are linear classifiers.,10.0,Support vector machine is a parametric classifier. Explain how this is true.-This is because basic support vector machines are linear classifiers.,21,Support vector machine is a parametric classifier. Explain how this is true.-This is because basic support vector machines are linear classifiers. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true., d,0.0,Support vector machine is a parametric classifier. Explain how this is true.- d,13,Support vector machine is a parametric classifier. Explain how this is true.- d Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,The support vector machines are the linear classifeirs and hence the linear classifires pass on paramenters we can conclude that for basic svm it is parametric classifer .,10.0,Support vector machine is a parametric classifier. Explain how this is true.-The support vector machines are the linear classifeirs and hence the linear classifires pass on paramenters we can conclude that for basic svm it is parametric classifer .,39,Support vector machine is a parametric classifier. Explain how this is true.-The support vector machines are the linear classifeirs and hence the linear classifires pass on paramenters we can conclude that for basic svm it is parametric classifer . Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,SVM uses two parameters -  regularization and Gamma parameters. Used in kernel trick. for Non-linear separable classes,10.0,Support vector machine is a parametric classifier. Explain how this is true.-SVM uses two parameters -  regularization and Gamma parameters. Used in kernel trick. for Non-linear separable classes,29,Support vector machine is a parametric classifier. Explain how this is true.-SVM uses two parameters -  regularization and Gamma parameters. Used in kernel trick. for Non-linear separable classes Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,finite number of parameters are present and it is a linear classifier,10.0,Support vector machine is a parametric classifier. Explain how this is true.-finite number of parameters are present and it is a linear classifier,23,Support vector machine is a parametric classifier. Explain how this is true.-finite number of parameters are present and it is a linear classifier Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,Because basic support vector machines are linear classifiers.,10.0,Support vector machine is a parametric classifier. Explain how this is true.-Because basic support vector machines are linear classifiers.,19,Support vector machine is a parametric classifier. Explain how this is true.-Because basic support vector machines are linear classifiers. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,"Basic SVM classifier is a Linear classifier, so it is parametric.",10.0,"Support vector machine is a parametric classifier. Explain how this is true.-Basic SVM classifier is a Linear classifier, so it is parametric.",22,"Support vector machine is a parametric classifier. Explain how this is true.-Basic SVM classifier is a Linear classifier, so it is parametric. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,Support vector machines are linear classifier  ,10.0,Support vector machine is a parametric classifier. Explain how this is true.-Support vector machines are linear classifier  ,19,Support vector machine is a parametric classifier. Explain how this is true.-Support vector machines are linear classifier   Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,SVM USES  ,0.0,Support vector machine is a parametric classifier. Explain how this is true.-SVM USES  ,15,Support vector machine is a parametric classifier. Explain how this is true.-SVM USES   Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,"SVM linear classifier is built from training data, for which classifications are known ",0.0,"Support vector machine is a parametric classifier. Explain how this is true.-SVM linear classifier is built from training data, for which classifications are known ",25,"Support vector machine is a parametric classifier. Explain how this is true.-SVM linear classifier is built from training data, for which classifications are known  Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,Support Vector uses Regularization Parameter C and Hyperplane Positioning Gamma which will decide the Class boundary and hence will affect the classification.Hence,10.0,Support vector machine is a parametric classifier. Explain how this is true.-Support Vector uses Regularization Parameter C and Hyperplane Positioning Gamma which will decide the Class boundary and hence will affect the classification.Hence,33,Support vector machine is a parametric classifier. Explain how this is true.-Support Vector uses Regularization Parameter C and Hyperplane Positioning Gamma which will decide the Class boundary and hence will affect the classification.Hence Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,his is because basic support vector machines are linear classifiers,10.0,Support vector machine is a parametric classifier. Explain how this is true.-his is because basic support vector machines are linear classifiers,21,Support vector machine is a parametric classifier. Explain how this is true.-his is because basic support vector machines are linear classifiers Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,svm classifes the classes in a linear way or it can be said that svm is a linear classifier so it is a parametric classifier. ,10.0,Support vector machine is a parametric classifier. Explain how this is true.-svm classifes the classes in a linear way or it can be said that svm is a linear classifier so it is a parametric classifier. ,37,Support vector machine is a parametric classifier. Explain how this is true.-svm classifes the classes in a linear way or it can be said that svm is a linear classifier so it is a parametric classifier.  Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,-------------------------------------,0.0,Support vector machine is a parametric classifier. Explain how this is true.--------------------------------------,12,Support vector machine is a parametric classifier. Explain how this is true.-------------------------------------- Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,"SVM is a parametric classifier when it is linear as it has 1D parameters(w,b)",10.0,"Support vector machine is a parametric classifier. Explain how this is true.-SVM is a parametric classifier when it is linear as it has 1D parameters(w,b)",25,"Support vector machine is a parametric classifier. Explain how this is true.-SVM is a parametric classifier when it is linear as it has 1D parameters(w,b) Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,"Basic SVM model is linear classifier, such as parametric classifier. Advanced SVM can work with non-linear data which will be nonparametric.",0.0,"Support vector machine is a parametric classifier. Explain how this is true.-Basic SVM model is linear classifier, such as parametric classifier. Advanced SVM can work with non-linear data which will be nonparametric.",32,"Support vector machine is a parametric classifier. Explain how this is true.-Basic SVM model is linear classifier, such as parametric classifier. Advanced SVM can work with non-linear data which will be nonparametric. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,"As the value of y'=depends on two parmeters (sign, and score)",0.0,"Support vector machine is a parametric classifier. Explain how this is true.-As the value of y'=depends on two parmeters (sign, and score)",22,"Support vector machine is a parametric classifier. Explain how this is true.-As the value of y'=depends on two parmeters (sign, and score) Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,Because SVM is linear classifier,10.0,Support vector machine is a parametric classifier. Explain how this is true.-Because SVM is linear classifier,16,Support vector machine is a parametric classifier. Explain how this is true.-Because SVM is linear classifier Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,"svm involves penalty parameter and kernel parameter , svm classifier is analyzed when these parameters take different values ",5.0,"Support vector machine is a parametric classifier. Explain how this is true.-svm involves penalty parameter and kernel parameter , svm classifier is analyzed when these parameters take different values ",30,"Support vector machine is a parametric classifier. Explain how this is true.-svm involves penalty parameter and kernel parameter , svm classifier is analyzed when these parameters take different values  Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,Tt is parametric as C and gamma parameters influence classification.,10.0,Support vector machine is a parametric classifier. Explain how this is true.-Tt is parametric as C and gamma parameters influence classification.,21,Support vector machine is a parametric classifier. Explain how this is true.-Tt is parametric as C and gamma parameters influence classification. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,support vector machine capture all information about the data within its parameter and predict the new data,10.0,Support vector machine is a parametric classifier. Explain how this is true.-support vector machine capture all information about the data within its parameter and predict the new data,28,Support vector machine is a parametric classifier. Explain how this is true.-support vector machine capture all information about the data within its parameter and predict the new data Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,"Basic SVM are linear classifiers, and as such parametric algorithms. Advanced SVM can work for nonlinear data, and if you have a SVM working for data not constrained to be in a family described by a finite number of parameters, then it is nonparametric",10.0,"Support vector machine is a parametric classifier. Explain how this is true.-Basic SVM are linear classifiers, and as such parametric algorithms. Advanced SVM can work for nonlinear data, and if you have a SVM working for data not constrained to be in a family described by a finite number of parameters, then it is nonparametric",55,"Support vector machine is a parametric classifier. Explain how this is true.-Basic SVM are linear classifiers, and as such parametric algorithms. Advanced SVM can work for nonlinear data, and if you have a SVM working for data not constrained to be in a family described by a finite number of parameters, then it is nonparametric Null Null Null Null Null Null",61
Support vector machine is a parametric classifier. Explain how this is true.,fixed finite number of parameters independent of data set size,10.0,Support vector machine is a parametric classifier. Explain how this is true.-fixed finite number of parameters independent of data set size,21,Support vector machine is a parametric classifier. Explain how this is true.-fixed finite number of parameters independent of data set size Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,It is a parametric classifier because they are linear classifiers.,10.0,Support vector machine is a parametric classifier. Explain how this is true.-It is a parametric classifier because they are linear classifiers.,21,Support vector machine is a parametric classifier. Explain how this is true.-It is a parametric classifier because they are linear classifiers. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null,61
Support vector machine is a parametric classifier. Explain how this is true.,"True, because SVM's are linear classifiers.",10.0,"Support vector machine is a parametric classifier. Explain how this is true.-True, because SVM's are linear classifiers.",17,"Support vector machine is a parametric classifier. Explain how this is true.-True, because SVM's are linear classifiers. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",-,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.--",27,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-- Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Not normalizing a data would lead to wrong prediction of answers as normalizing can get the correct picture of data in which we can easily analize.l,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Not normalizing a data would lead to wrong prediction of answers as normalizing can get the correct picture of data in which we can easily analize.l",52,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Not normalizing a data would lead to wrong prediction of answers as normalizing can get the correct picture of data in which we can easily analize.l Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",The large attribute may affect the other attributes due to that error may occur or imbalance is created,2.5,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-The large attribute may affect the other attributes due to that error may occur or imbalance is created",44,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-The large attribute may affect the other attributes due to that error may occur or imbalance is created Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",wrong prediction caused by the difference in a single attribute even though all the remain are same. More weighted attribute which was not normalized will cause the false value ,7.5,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-wrong prediction caused by the difference in a single attribute even though all the remain are same. More weighted attribute which was not normalized will cause the false value ",56,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-wrong prediction caused by the difference in a single attribute even though all the remain are same. More weighted attribute which was not normalized will cause the false value  Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",normalizing helps in computations of attributes and we can bring down larger values between 0 to 1 which makes our analysis easier. ,2.5,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-normalizing helps in computations of attributes and we can bring down larger values between 0 to 1 which makes our analysis easier. ",49,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-normalizing helps in computations of attributes and we can bring down larger values between 0 to 1 which makes our analysis easier.  Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",large number of data which leads to noisy data and inconsustency,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-large number of data which leads to noisy data and inconsustency",37,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-large number of data which leads to noisy data and inconsustency Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",the number of attributes will be more.,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the number of attributes will be more.",33,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the number of attributes will be more. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Normalization helps to solve easier and makes the data so that distance calculation becomes easier. ,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Normalization helps to solve easier and makes the data so that distance calculation becomes easier. ",42,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Normalization helps to solve easier and makes the data so that distance calculation becomes easier.  Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Impact of not normalizing the attributes in a set of vectors may lead to data redundancy and ur system may not be efficient,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Impact of not normalizing the attributes in a set of vectors may lead to data redundancy and ur system may not be efficient",49,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Impact of not normalizing the attributes in a set of vectors may lead to data redundancy and ur system may not be efficient Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",the attributes will be scattered,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the attributes will be scattered",31,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the attributes will be scattered Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Plotting graphs and analysis may be very hard also normalizing attributes can have more zeroes as elements that leads to faster calculations,2.5,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Plotting graphs and analysis may be very hard also normalizing attributes can have more zeroes as elements that leads to faster calculations",48,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Plotting graphs and analysis may be very hard also normalizing attributes can have more zeroes as elements that leads to faster calculations Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Normailzation is used to handle huge values of data by scaling them so they can be used in forms of vectors and distance calculation.,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Normailzation is used to handle huge values of data by scaling them so they can be used in forms of vectors and distance calculation.",50,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Normailzation is used to handle huge values of data by scaling them so they can be used in forms of vectors and distance calculation. Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",it is qualitative and quantitative ,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-it is qualitative and quantitative ",32,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-it is qualitative and quantitative  Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",if we dont normalize we cant do the distance calculations,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-if we dont normalize we cant do the distance calculations",36,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-if we dont normalize we cant do the distance calculations Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",If we had not normalized the attributes in feature vectors based on the distance calculation then we cant able to predict the new attribute category like which category the new attribute will belong to.,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-If we had not normalized the attributes in feature vectors based on the distance calculation then we cant able to predict the new attribute category like which category the new attribute will belong to.",60,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-If we had not normalized the attributes in feature vectors based on the distance calculation then we cant able to predict the new attribute category like which category the new attribute will belong to. Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.","it will be hard for to map the problem efficiently,",0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-it will be hard for to map the problem efficiently,",36,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-it will be hard for to map the problem efficiently, Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",we can say that it is a quantative and qualitative,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-we can say that it is a quantative and qualitative",36,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-we can say that it is a quantative and qualitative Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",if we dont normalize we couldn't get the nearest neighbour values so we can't lead to the desicion,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-if we dont normalize we couldn't get the nearest neighbour values so we can't lead to the desicion",44,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-if we dont normalize we couldn't get the nearest neighbour values so we can't lead to the desicion Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",larger attribute will affect the other attributes,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-larger attribute will affect the other attributes",33,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-larger attribute will affect the other attributes Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",the large attribute may affect the other due to that  error may occur  ,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the large attribute may affect the other due to that  error may occur  ",42,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the large attribute may affect the other due to that  error may occur   Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",if normalization is not done the mean might be very high,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-if normalization is not done the mean might be very high",37,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-if normalization is not done the mean might be very high Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",The number of attributes will be more so it takes more computational time to get the solution.,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-The number of attributes will be more so it takes more computational time to get the solution.",43,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-The number of attributes will be more so it takes more computational time to get the solution. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",the calculation part  required will be more,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the calculation part  required will be more",34,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the calculation part  required will be more Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",The impact of not normalizing the values as we can not arrive at a clear decision if the data is not normalized and we can not find the median properly ,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-The impact of not normalizing the values as we can not arrive at a clear decision if the data is not normalized and we can not find the median properly ",57,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-The impact of not normalizing the values as we can not arrive at a clear decision if the data is not normalized and we can not find the median properly  Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Attributes should be normalised using using min max or z score normalisation because then only data will be standardized and distance can be calculated otherwise it is difficult to calculate distance for random numbers,2.5,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Attributes should be normalised using using min max or z score normalisation because then only data will be standardized and distance can be calculated otherwise it is difficult to calculate distance for random numbers",60,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Attributes should be normalised using using min max or z score normalisation because then only data will be standardized and distance can be calculated otherwise it is difficult to calculate distance for random numbers Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",Normalizing makes graphing difficult,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Normalizing makes graphing difficult",30,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-Normalizing makes graphing difficult Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.","When we do not normalize. there occurs problems like we cannot calculate the new attributes, new features efficiently.",0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-When we do not normalize. there occurs problems like we cannot calculate the new attributes, new features efficiently.",44,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-When we do not normalize. there occurs problems like we cannot calculate the new attributes, new features efficiently. Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.",the normali,0.0,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the normali",28,"What is the impact of not normalizing the attributes, in a set of feature vectors, on distance calculation? Provide your answer in a single or two sentences.-the normali Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null Null",61
